IdLink,channel_name,active,LinkID,SrcDetectorId,SrcLatitude,SrcLongitude,DestDetectorId,DestLatitude,DestLongitude,LinkName,RouteDirectionName,SrcChannelId,DestChannelId,LineDistance_m,last_poll_time,LinkId,node_index
321,Bourbonière-Notre-Dame,1,LND_1C-48,1C,"45,5454","-73,53491",48,"45,5484716666667","-73,5355",Notre-Dame : Bourbonière à Ste-Catherine,N,135,60,459,2019-07-02 18:44:59,LND_1C-48,49
322,Pie-IX-Ste-Catherine,1,LPi_48-1C,48,"45,5484716666667","-73,5355",1C,"45,5454","-73,53491",Pie-IX : Ste-Catherine à Bourboniere,S,60,135,450,2019-07-02 18:44:57,LPi_48-1C,124
323,Frontenac-Iberville-Notre-Dame,1,LND_1A-1M,1A,"45,52914","-73,54433",1M,"45,53643","-73,54156",Notre-Dame : Frontenac-Iberville à Alphonse-de-Roy,E,122,134,844,2019-07-02 18:44:59,LND_1A-1M,44
324,"Notre-Dame-Alphonse-D,-Roy",1,LND_1M-1A,1M,"45,53643","-73,54156",1A,"45,52914","-73,54433",Notre-Dame : Alphonse-de-Roy à Frontenac-Iberville,O,134,122,849,2019-07-02 18:45:02,LND_1M-1A,68
325,"Notre-Dame-Alphonse-D,-Roy",1,LND_1M-1D,1M,"45,53643","-73,54156",1D,"45,54057","-73,53809",Notre-Dame : Alphonse-de-Roy à Davidson,E,134,130,534,2019-07-02 18:45:02,LND_1M-1D,70
326,Davidson-Notre-Dame,1,LND_1D-1M,1D,"45,54057","-73,53809",1M,"45,53643","-73,54156",Notre-Dame : Davidson à Alphonse-de-Roy,O,130,134,534,2019-07-02 18:44:59,LND_1D-1M,51
327,Davidson-Notre-Dame,1,LND_1D-1C,1D,"45,54057","-73,53809",1C,"45,5454","-73,53491",Notre-Dame : Davidson à Bourbonière,E,130,135,591,2019-07-02 18:44:59,LND_1D-1C,50
328,Bourbonière-Notre-Dame,1,LND_1C-1D,1C,"45,5454","-73,53491",1D,"45,54057","-73,53809",Notre-Dame : Bourbonière à Davidson,O,135,130,591,2019-07-02 18:44:59,LND_1C-1D,47
329,Bourbonière-Notre-Dame,1,LND_1C-1E,1C,"45,5454","-73,53491",1E,"45,55003","-73,53208",Notre-Dame : Bourbonière à Letourneux,E,135,125,560,2019-07-02 18:44:59,LND_1C-1E,48
330,Notre-Dame-Letourneux,1,LND_1E-1C,1E,"45,55003","-73,53208",1C,"45,5454","-73,53491",Notre-Dame : Letourneux à Bourbonière,O,125,135,560,2019-07-02 18:44:53,LND_1E-1C,53
331,Notre-Dame-Letourneux,1,LND_1E-1G,1E,"45,55003","-73,53208",1G,"45,554","-73,52961",Notre-Dame : Letourneux à Sicard,E,125,126,482,2019-07-02 18:44:53,LND_1E-1G,54
332,Notre-Dame-Sicard,1,LND_1G-1E,1G,"45,554","-73,52961",1E,"45,55003","-73,53208",Notre-Dame : Sicard à Letourneux,O,126,125,482,2019-07-02 18:44:57,LND_1G-1E,58
333,Notre-Dame-Sicard,1,LND_1G-1F,1G,"45,554","-73,52961",1F,"45,5587","-73,5267",Notre-Dame : Sicard à Ste-Catherine,E,126,127,570,2019-07-02 18:44:57,LND_1G-1F,59
334,Notre-Dame-Ste-Catherine,1,LND_1F-1G,1F,"45,5587","-73,5267",1G,"45,554","-73,52961",Notre-Dame : Ste-Catherine à Sicard,O,127,126,570,2019-07-02 18:44:58,LND_1F-1G,56
335,Notre-Dame-Ste-Catherine,1,LND_1F-1I,1F,"45,5587","-73,5267",1I,"45,56499","-73,52362",Notre-Dame : Ste-Catherine à Dickson,E,127,129,739,2019-07-02 18:44:58,LND_1F-1I,57
336,Notre-Dame-Dickson,1,LND_1I-1F,1I,"45,56499","-73,52362",1F,"45,5587","-73,5267",Notre-Dame : Dickson à Ste-Catherine,O,129,127,739,2019-07-02 18:44:58,LND_1I-1F,62
337,Notre-Dame-Dickson,1,LND_1I-1H,1I,"45,56499","-73,52362",1H,"45,56795","-73,52253",Notre-Dame : Dickson à Bossuet,E,129,128,340,2019-07-02 18:44:58,LND_1I-1H,63
338,Notre-Dame-Bossuet,1,LND_1H-1I,1H,"45,56795","-73,52253",1I,"45,56499","-73,52362",Notre-Dame : Bossuet à Dickson,O,128,129,340,2019-07-02 18:44:57,LND_1H-1I,60
339,Notre-Dame-Bossuet,1,LND_1H-1K,1H,"45,56795","-73,52253",1K,"45,57261","-73,51924",Notre-Dame : Bossuet à 6363,E,128,132,577,2019-07-02 18:44:57,LND_1H-1K,61
340,6363 Notre-Dame,1,LND_1K-1H,1K,"45,57261","-73,51924",1H,"45,56795","-73,52253",Notre-Dame : 6363 à Bossuet,O,132,128,578,2019-07-02 18:45:00,LND_1K-1H,66
341,6363 Notre-Dame,1,LND_1K-1J,1K,"45,57261","-73,51924",1J,"45,5791","-73,51356",Notre-Dame : 6363 à Beauclerk,E,132,131,850,2019-07-02 18:45:00,LND_1K-1J,67
342,Notre-Dame-Beauclerk,1,LND_1J-1K,1J,"45,5791","-73,51356",1K,"45,57261","-73,51924",Notre-Dame : Beauclerk à 6363,O,131,132,846,2019-07-02 18:44:59,LND_1J-1K,64
343,Notre-Dame-Beauclerk,1,LND_1J-52,1J,"45,5791","-73,51356",52,"45,5808883333333","-73,5119433333333",Notre-Dame : Beauclerk à Futailles,E,131,62,236,2019-07-02 18:44:59,LND_1J-52,65
344,Futaille-Notre-Dame,1,LND_52-1J,52,"45,5808883333333","-73,5119433333333",1J,"45,5791","-73,51356",Notre-Dame : Futaille à Beauclerk,O,62,131,236,2019-07-02 18:45:00,LND_52-1J,72
348,Notre-Dame-Dickson,1,LDi_1I-1L,1I,"45,56499","-73,52362",1L,"45,56727","-73,5306",Dickson : Notre-Dame à Ontario,N,129,133,600,2019-07-02 18:44:58,LDi_1I-1L,15
349,Ontario-Dickson,1,LDi_1L-1I,1L,"45,56727","-73,5306",1I,"45,56499","-73,52362",Dickson : Ontario à Notre-Dame,S,133,129,600,2019-07-02 18:44:58,LDi_1L-1I,16
350,Ontario-Dickson,1,LDi_1L-99,1L,"45,56727","-73,5306",99,"45,56989","-73,53814",Dickson : Ontario à Hochelaga,N,133,121,645,2019-07-02 18:44:58,LDi_1L-99,17
351,Hochelaga-Dickson,1,LDi_99-1L,99,"45,56989","-73,53814",1L,"45,56727","-73,5306",Dickson : Hochelaga à Ontario,S,121,133,655,2019-07-02 18:45:00,LDi_99-1L,18
366,Fullum-Notre-Dame,1,LRL_98-37,98,"45,52613","-73,54534",37,"45,5214166666667","-73,549805",René-Lévesque : Fullum à Papineau,O,120,49,629,2019-07-02 18:44:58,LRL_98-37,157
367,Notre-Dame-Letourneux,1,LND_1E-1M,1E,"45,55003","-73,53208",1M,"45,53643","-73,54156","Notre-Dame : Letourneux à Alphonse-D,-Roy",O,125,134,1683,2019-07-02 18:44:53,LND_1E-1M,55
368,"Notre-Dame-Alphonse-D,-Roy",1,LND_1M-1B,1M,"45,53643","-73,54156",1B,"45,52294","-73,54624","Notre-Dame : Alphonse-D,-Roy à Lorimier",O,134,123,1544,2019-07-02 18:45:02,LND_1M-1B,69
369,Notre-Dame-Letourneux,1,LND_1E-1B,1E,"45,55003","-73,53208",1B,"45,52294","-73,54624",Notre-Dame : Letourneux à Lorimier,O,125,123,3232,2019-07-02 18:44:53,LND_1E-1B,52
